t,right_hip1_joint,right_hip2_joint,right_thigh_joint,right_knee_joint,right_ankle_joint
11.265000,0.325665863,0.000006487,0.000017553,-0.810598309,0.508297865
11.267500,0.330364682,0.000007629,0.000020558,-0.813239483,0.510166828
11.270000,0.335163492,0.000008808,0.000023635,-0.816091719,0.512113077
11.272500,0.340055569,0.000010025,0.000026778,-0.819142887,0.514130489
11.275000,0.345034604,0.000011280,0.000029986,-0.822381737,0.516213277
11.277500,0.350094585,0.000012573,0.000033254,-0.825797669,0.518355899
11.280000,0.355229725,0.000013903,0.000036578,-0.829380575,0.520553017
11.282500,0.360434410,0.000015270,0.000039955,-0.833120735,0.522799455
11.285000,0.365703158,0.000016675,0.000043383,-0.837008746,0.525090184
11.287500,0.371030600,0.000018117,0.000046857,-0.841035463,0.527420312
11.290000,0.376411456,0.000019595,0.000050376,-0.845191968,0.529785070
11.292500,0.381840524,0.000021110,0.000053936,-0.849469536,0.532179817
11.295000,0.387312668,0.000022661,0.000057533,-0.853859623,0.534600032
11.297500,0.392822814,0.000024248,0.000061166,-0.858353846,0.537041319
11.300000,0.398365944,0.000025870,0.000064831,-0.862943977,0.539499407
11.302500,0.403937092,0.000027527,0.000068525,-0.867621934,0.541970154
11.305000,0.409531342,0.000029218,0.000072246,-0.872379779,0.544449543
11.307500,0.415143828,0.000030943,0.000075990,-0.877209713,0.546933693
11.310000,0.420769731,0.000032701,0.000079755,-0.882104078,0.549418855
11.312500,0.426404283,0.000034490,0.000083538,-0.887055352,0.551901415
11.315000,0.432042763,0.000036311,0.000087336,-0.892056154,0.554377896
11.317500,0.437680500,0.000038162,0.000091147,-0.897099239,0.556844957
11.320000,0.443312873,0.000040042,0.000094967,-0.902177504,0.559299398
11.322500,0.448935314,0.000041949,0.000098794,-0.907283988,0.561738155
11.325000,0.454543305,0.000043884,0.000102626,-0.912411870,0.564158302
11.327500,0.460132383,0.000045844,0.000106459,-0.917554473,0.566557051
11.330000,0.465698140,0.000047828,0.000110291,-0.922705264,0.568931748
11.332500,0.471236222,0.000049834,0.000114119,-0.927857855,0.571279875
11.335000,0.476742333,0.000051862,0.000117941,-0.933006004,0.573599044
11.337500,0.482212238,0.000053909,0.000121753,-0.938143615,0.575887000
11.340000,0.487641757,0.000055974,0.000125553,-0.943264740,0.578141613
11.342500,0.493026775,0.000058055,0.000129339,-0.948363578,0.580360879
11.345000,0.498363235,0.000060150,0.000133107,-0.953434475,0.582542913
11.347500,0.503647147,0.000062257,0.000136855,-0.958471924,0.584685952
11.350000,0.508874582,0.000064374,0.000140581,-0.963470566,0.586788345
11.352500,0.514041679,0.000066500,0.000144281,-0.968425189,0.588848554
11.355000,0.519144641,0.000068631,0.000147953,-0.973330727,0.590865147
11.357500,0.524179742,0.000070767,0.000151595,-0.978182261,0.592836797
11.360000,0.529143321,0.000072903,0.000155203,-0.982975015,0.594762278
11.362500,0.534031790,0.000075040,0.000158776,-0.987704358,0.596640457
11.365000,0.538841629,0.000077173,0.000162310,-0.992365804,0.598470297
11.367500,0.543674331,0.000079351,0.000165870,-0.997071161,0.599301868
11.370000,0.548661444,0.000081648,0.000169536,-1.001975798,0.599595510
11.372500,0.553542159,0.000083930,0.000173147,-1.006777746,0.599624216
11.375000,0.558322738,0.000086199,0.000176703,-1.011483747,0.599644207
11.377500,0.562996322,0.000088452,0.000180202,-1.016085687,0.599662507
11.380000,0.567559634,0.000090683,0.000183640,-1.020579860,0.599679679
11.382500,0.572009750,0.000092891,0.000187015,-1.024963035,0.599695786
11.385000,0.576343848,0.000095073,0.000190323,-1.029232143,0.599710848
11.387500,0.580559195,0.000097226,0.000193564,-1.033384249,0.599724884
11.390000,0.584653143,0.000099346,0.000196733,-1.037416545,0.599737910
11.392500,0.588623132,0.000101431,0.000199830,-1.041326351,0.599749943
11.395000,0.592466686,0.000103478,0.000202851,-1.045111107,0.599760997
11.397500,0.596181416,0.000105483,0.000205794,-1.048768375,0.599771087
11.400000,0.599765019,0.000107445,0.000208657,-1.052295831,0.599780226
11.402500,0.603215280,0.000109360,0.000211437,-1.055691269,0.599788428
11.405000,0.606530072,0.000111224,0.000214133,-1.058952592,0.599795704
11.407500,0.609707355,0.000113037,0.000216741,-1.062077812,0.599802066
11.410000,0.612745179,0.000114794,0.000219260,-1.065065050,0.599807523
11.412500,0.615641681,0.000116493,0.000221687,-1.067912530,0.599812086
11.415000,0.618395089,0.000118131,0.000224021,-1.070618580,0.599815764
11.417500,0.621003720,0.000119705,0.000226259,-1.073181628,0.599818564
11.420000,0.623465984,0.000121214,0.000228399,-1.075600200,0.599820495
11.422500,0.625780380,0.000122654,0.000230439,-1.077872920,0.599821564
11.425000,0.627945498,0.000124024,0.000232378,-1.079998506,0.599821775
11.427500,0.629960024,0.000125320,0.000234213,-1.081975772,0.599821137
11.430000,0.631822733,0.000126541,0.000235943,-1.083803621,0.599819652
11.432500,0.633532496,0.000127685,0.000237565,-1.085481050,0.599817325
11.435000,0.635088274,0.000128749,0.000239079,-1.087007143,0.599814160
11.437500,0.636489128,0.000129732,0.000240482,-1.088381074,0.599810160
11.440000,0.637734208,0.000130631,0.000241772,-1.089602103,0.599805327
11.442500,0.638767201,0.000131333,0.000242768,-1.090604453,0.599464621
11.445000,0.639715470,0.000131996,0.000243702,-1.091535546,0.599456175
11.447500,0.640390669,0.000132503,0.000244454,-1.092196468,0.600000000
11.450000,0.641084804,0.000133036,0.000245205,-1.092880926,0.599879516
11.452500,0.641575850,0.000133454,0.000245818,-1.093363394,0.599444442
11.455000,0.641792875,0.000133643,0.000246105,-1.093574480,0.599848107
11.457500,0.641903202,0.000133772,0.000246321,-1.093682868,0.600000000
11.460000,0.641903202,0.000133772,0.000246321,-1.093682868,0.600000000
11.462500,0.641903202,0.000133772,0.000246321,-1.093682868,0.600000000
11.465000,0.641635382,0.000133721,0.000246266,-1.093439897,0.599359335
11.467500,0.641198488,0.000133569,0.000246100,-1.093023163,0.599520001
11.470000,0.640590733,0.000133320,0.000245817,-1.092436420,0.599611917
11.472500,0.639829138,0.000132987,0.000245427,-1.091698199,0.599642030
11.475000,0.638918832,0.000132575,0.000244932,-1.090814410,0.599612569
11.477500,0.637861677,0.000132084,0.000244332,-1.089787207,0.599524387
11.480000,0.636658682,0.000131515,0.000243629,-1.088617674,0.599377950
11.482500,0.634895212,0.000130690,0.000242657,-1.086866500,0.599312626
11.485000,0.633663882,0.000130110,0.000241919,-1.085682459,0.599148660
11.487500,0.631627783,0.000129139,0.000240734,-1.083672224,0.598963637
11.490000,0.629732368,0.000128242,0.000239626,-1.081812242,0.598823103
11.492500,0.627719929,0.000127284,0.000238423,-1.079842805,0.598627362
11.495000,0.625571115,0.000126251,0.000237111,-1.077740761,0.598368443
11.497500,0.623285532,0.000125146,0.000235692,-1.075505118,0.598046320
11.500000,0.620864407,0.000123969,0.000234165,-1.073137014,0.597661658
11.502500,0.618309190,0.000122721,0.000232531,-1.070637879,0.597215190
11.505000,0.615621439,0.000121406,0.000230792,-1.068009269,0.596707657
11.507500,0.612802804,0.000120023,0.000228948,-1.065252851,0.596139807
11.510000,0.609855036,0.000118576,0.000227001,-1.062370408,0.595512392
11.512500,0.606779973,0.000117067,0.000224952,-1.059363834,0.594826174
11.515000,0.603579552,0.000115497,0.000222803,-1.056235142,0.594081922
11.517500,0.600255797,0.000113869,0.000220554,-1.052986460,0.593280412
11.520000,0.596810828,0.000112185,0.000218208,-1.049620037,0.592422435
11.522500,0.593246853,0.000110448,0.000215767,-1.046138244,0.591508789
11.525000,0.589566170,0.000108660,0.000213232,-1.042543573,0.590540290
11.527500,0.585771167,0.000106823,0.000210605,-1.038838641,0.589517764
11.530000,0.581864319,0.000104941,0.000207887,-1.035026194,0.588442056
11.532500,0.577848191,0.000103016,0.000205082,-1.031109105,0.587314029
11.535000,0.573725432,0.000101050,0.000202192,-1.027090378,0.586134565
11.537500,0.569498778,0.000099046,0.000199218,-1.022973149,0.584904569
11.540000,0.565171049,0.000097008,0.000196163,-1.018760690,0.583624968
11.542500,0.560745151,0.000094937,0.000193030,-1.014456409,0.582296716
11.545000,0.556224073,0.000092838,0.000189821,-1.010063850,0.580920798
11.547500,0.551610885,0.000090712,0.000186538,-1.005586702,0.579498226
11.550000,0.546908741,0.000088562,0.000183185,-1.001028791,0.578030047
11.552500,0.542120875,0.000086391,0.000179764,-0.996394091,0.576517347
11.555000,0.537250601,0.000084203,0.000176278,-0.991686720,0.574961247
11.557500,0.532301313,0.000082000,0.000172730,-0.986910942,0.573362914
11.560000,0.527276482,0.000079785,0.000169123,-0.982071173,0.571723558
11.562500,0.522179660,0.000077560,0.000165459,-0.977171976,0.570044438
11.565000,0.517014473,0.000075328,0.000161743,-0.972218069,0.568326867
11.567500,0.511784623,0.000073093,0.000157977,-0.967214321,0.566572212
11.570000,0.506493889,0.000070856,0.000154165,-0.962165756,0.564781900
11.572500,0.501146123,0.000068621,0.000150309,-0.957077553,0.562957421
11.575000,0.495361628,0.000066149,0.000146027,-0.951512138,0.561140854
11.577500,0.490225120,0.000064068,0.000142299,-0.946716437,0.559394404
11.580000,0.484369762,0.000061630,0.000137960,-0.941132056,0.557516539
11.582500,0.478784160,0.000059344,0.000133794,-0.935880320,0.555747809
11.585000,0.473171704,0.000057080,0.000129611,-0.930630539,0.553948339
11.587500,0.467528983,0.000054836,0.000125411,-0.925377947,0.552116171
11.590000,0.461860103,0.000052613,0.000121197,-0.920128480,0.550253492
11.592500,0.456169440,0.000050414,0.000116973,-0.914888562,0.548362697
11.595000,0.450461441,0.000048242,0.000112742,-0.909664790,0.546446275
11.597500,0.444740617,0.000046097,0.000108509,-0.904463914,0.544506806
11.600000,0.439011544,0.000043981,0.000104277,-0.899292843,0.542546974
11.602500,0.433278856,0.000041896,0.000100050,-0.894158639,0.540569565
11.605000,0.427547248,0.000039844,0.000095832,-0.889068519,0.538577476
11.607500,0.421821473,0.000037826,0.000091627,-0.884029848,0.536573715
11.610000,0.416106340,0.000035843,0.000087437,-0.879050142,0.534561410
11.612500,0.410406711,0.000033897,0.000083268,-0.874137063,0.532543809
11.615000,0.404727502,0.000031988,0.000079123,-0.869298423,0.530524285
11.617500,0.399073684,0.000030118,0.000075005,-0.864542177,0.528506343
11.620000,0.393450275,0.000028287,0.000070918,-0.859876426,0.526493616
11.622500,0.387862350,0.000026496,0.000066866,-0.855309423,0.524489876
11.625000,0.382315036,0.000024746,0.000062853,-0.850849567,0.522499032
11.627500,0.376813515,0.000023037,0.000058883,-0.846505418,0.520525137
11.630000,0.371363030,0.000021371,0.000054958,-0.842285700,0.518572391
11.632500,0.365968890,0.000019746,0.000051084,-0.838199316,0.516645146
11.635000,0.360636479,0.000018164,0.000047262,-0.834255367,0.514747913
11.637500,0.355371269,0.000016625,0.000043498,-0.830463182,0.512885371
11.640000,0.350178842,0.000015130,0.000039794,-0.826832354,0.511062382
11.642500,0.345064914,0.000013677,0.000036156,-0.823372799,0.509284005
11.645000,0.340035373,0.000012268,0.000032585,-0.820094830,0.507555526
11.647500,0.335096337,0.000010902,0.000029087,-0.817009278,0.505882500
11.650000,0.330254239,0.000009579,0.000025665,-0.814127660,0.504270804
11.652500,0.325515944,0.000008301,0.000022324,-0.811462431,0.502726742
11.655000,0.320888957,0.000007066,0.000019069,-0.809027400,0.501257190
11.657500,0.316381754,0.000005876,0.000015904,-0.806838413,0.499869867
11.660000,0.312004409,0.000004731,0.000012837,-0.804914639,0.498573837
11.662500,0.307769938,0.000003632,0.000009874,-0.803281323,0.497380596
11.665000,0.303698145,0.000002583,0.000007030,-0.801977651,0.496307220
11.667500,0.299824441,0.000001590,0.000004325,-0.801074820,0.495383598
11.670000,0.295999624,0.000000616,0.000001664,-0.800267498,0.494488332
11.672500,0.292150804,-0.000000357,-0.000001001,-0.799404989,0.493561683
11.675000,0.288276671,-0.000001329,-0.000003670,-0.798482183,0.492602205
11.677500,0.284378514,-0.000002300,-0.000006343,-0.797499148,0.491610513
11.680000,0.280457756,-0.000003268,-0.000009019,-0.796456217,0.490587299
11.682500,0.276515862,-0.000004235,-0.000011698,-0.795353818,0.489533264
11.685000,0.272554335,-0.000005198,-0.000014379,-0.794192461,0.488449116
11.687500,0.268574718,-0.000006158,-0.000017060,-0.792972743,0.487335569
11.690000,0.264578590,-0.000007114,-0.000019742,-0.791695344,0.486193349
11.692500,0.260567567,-0.000008065,-0.000022423,-0.790361031,0.485023189
11.695000,0.256543299,-0.000009011,-0.000025102,-0.788970652,0.483825831
11.697500,0.252507471,-0.000009952,-0.000027779,-0.787525139,0.482602028
11.700000,0.248461801,-0.000010886,-0.000030453,-0.786025504,0.481352546
11.702500,0.244408038,-0.000011814,-0.000033122,-0.784472842,0.480078162
11.705000,0.240347962,-0.000012734,-0.000035786,-0.782868330,0.478779665
11.707500,0.236283385,-0.000013646,-0.000038443,-0.781213222,0.477457859
11.710000,0.232216145,-0.000014550,-0.000041093,-0.779508852,0.476113563
11.712500,0.228148108,-0.000015445,-0.000043735,-0.777756631,0.474747609
11.715000,0.224081168,-0.000016331,-0.000046367,-0.775958046,0.473360847
11.717500,0.220017242,-0.000017207,-0.000048990,-0.774114662,0.471954143
11.720000,0.215958273,-0.000018072,-0.000051600,-0.772228114,0.470528382
11.722500,0.211906225,-0.000018926,-0.000054198,-0.770300112,0.469084467
11.725000,0.207863084,-0.000019769,-0.000056782,-0.768332437,0.467623320
11.727500,0.203830857,-0.000020601,-0.000059352,-0.766326939,0.466145883
11.730000,0.199811570,-0.000021420,-0.000061906,-0.764285537,0.464653120
11.732500,0.195807264,-0.000022226,-0.000064443,-0.762210215,0.463146016
11.735000,0.191819999,-0.000023020,-0.000066961,-0.760103022,0.461625579
11.737500,0.187851850,-0.000023800,-0.000069461,-0.757966070,0.460092839
11.740000,0.183904902,-0.000024566,-0.000071940,-0.755801532,0.458548851
11.742500,0.179981256,-0.000025319,-0.000074398,-0.753611638,0.456994696
11.745000,0.176083022,-0.000026057,-0.000076833,-0.751398674,0.455431477
11.747500,0.172212317,-0.000026780,-0.000079244,-0.749164982,0.453860326
11.750000,0.168371268,-0.000027489,-0.000081631,-0.746912953,0.452282398
11.752500,0.164562007,-0.000028182,-0.000083992,-0.744645030,0.450698877
11.755000,0.160786669,-0.000028860,-0.000086325,-0.742363698,0.449110973
11.757500,0.157047395,-0.000029522,-0.000088630,-0.740071490,0.447519925
11.760000,0.153346322,-0.000030169,-0.000090906,-0.737770976,0.445926996
11.762500,0.149685590,-0.000030799,-0.000093151,-0.735464765,0.444333480
11.765000,0.146067334,-0.000031414,-0.000095364,-0.733155500,0.442740696
11.767500,0.142493687,-0.000032012,-0.000097545,-0.730845855,0.441149991
11.770000,0.138966772,-0.000032594,-0.000099692,-0.728538533,0.439562741
11.772500,0.135488707,-0.000033160,-0.000101804,-0.726236259,0.437980346
11.775000,0.132061599,-0.000033710,-0.000103879,-0.723941781,0.436404233
11.777500,0.128687543,-0.000034243,-0.000105918,-0.721657861,0.434835854
11.780000,0.125368618,-0.000034759,-0.000107918,-0.719387277,0.433276687
11.782500,0.122106890,-0.000035259,-0.000109879,-0.717132814,0.431728231
11.785000,0.118904404,-0.000035743,-0.000111800,-0.714897262,0.430192010
11.787500,0.115763187,-0.000036210,-0.000113679,-0.712683413,0.428669567
11.790000,0.112685241,-0.000036661,-0.000115515,-0.710494055,0.427162466
11.792500,0.109672545,-0.000037096,-0.000117309,-0.708331966,0.425672286
11.795000,0.106727052,-0.000037515,-0.000119058,-0.706199915,0.424200625
11.797500,0.103850683,-0.000037918,-0.000120761,-0.704100652,0.422749092
11.800000,0.101045331,-0.000038305,-0.000122418,-0.702036907,0.421319308
11.802500,0.098312854,-0.000038676,-0.000124028,-0.700011381,0.419912905
11.805000,0.095655074,-0.000039032,-0.000125590,-0.698026747,0.418531517
11.807500,0.093073776,-0.000039372,-0.000127102,-0.696085641,0.417176786
11.810000,0.090731370,-0.000039677,-0.000128497,-0.694364955,0.415978337
11.812500,0.088146643,-0.000040014,-0.000130006,-0.692344562,0.414584322
11.815000,0.085950592,-0.000040293,-0.000131307,-0.690706669,0.413439393
11.817500,0.083695610,-0.000040580,-0.000132641,-0.688973317,0.412244203
11.820000,0.081510920,-0.000040855,-0.000133931,-0.687275732,0.411073289
11.822500,0.079410853,-0.000041116,-0.000135167,-0.685633727,0.409936968
11.825000,0.077398278,-0.000041362,-0.000136347,-0.684051834,0.408837821
11.827500,0.075474775,-0.000041594,-0.000137471,-0.682532546,0.407777464
11.830000,0.073641731,-0.000041812,-0.000138539,-0.681078029,0.406757368
11.832500,0.071900454,-0.000042016,-0.000139549,-0.679690340,0.405778959
11.835000,0.070252190,-0.000042207,-0.000140501,-0.678371442,0.404843626
11.837500,0.068698123,-0.000042384,-0.000141395,-0.677123211,0.403952714
11.840000,0.067239372,-0.000042547,-0.000142229,-0.675947426,0.403107527
11.842500,0.065876988,-0.000042697,-0.000143004,-0.674845770,0.402309318
11.845000,0.064611957,-0.000042835,-0.000143718,-0.673819822,0.401559291
11.847500,0.063445192,-0.000042959,-0.000144372,-0.672871056,0.400858591
11.850000,0.062377539,-0.000043071,-0.000144966,-0.672000839,0.400208306
11.852500,0.061409769,-0.000043170,-0.000145498,-0.671210423,0.399609460
11.855000,0.060542580,-0.000043257,-0.000145968,-0.670500947,0.399063011
11.857500,0.059776595,-0.000043331,-0.000146377,-0.669873432,0.398569846
11.860000,0.059112364,-0.000043394,-0.000146724,-0.669328780,0.398130782
11.862500,0.058550357,-0.000043444,-0.000147008,-0.668867769,0.397746557
11.865000,0.058193838,-0.000043476,-0.000147198,-0.668591205,0.397520403
11.867500,0.057839575,-0.000043510,-0.000147387,-0.668305959,0.397292112
11.870000,0.057557229,-0.000043535,-0.000147531,-0.668070543,0.397098910
11.872500,0.057368424,-0.000043551,-0.000147617,-0.667907735,0.396954020
11.875000,0.057368424,-0.000043551,-0.000147617,-0.667907735,0.396954020
11.877500,0.057368424,-0.000043551,-0.000147617,-0.667907735,0.396954020
11.880000,0.057368424,-0.000043551,-0.000147617,-0.667907735,0.396954020
11.882500,0.057603761,-0.000043519,-0.000147441,-0.668064987,0.397024386
11.885000,0.057932090,-0.000043475,-0.000147208,-0.668320343,0.397152148
11.887500,0.058361304,-0.000043418,-0.000146914,-0.668664710,0.397336397
11.890000,0.058892939,-0.000043350,-0.000146557,-0.669095019,0.397576573
11.892500,0.059526983,-0.000043269,-0.000146138,-0.669609847,0.397872246
11.895000,0.060263021,-0.000043175,-0.000145657,-0.670208172,0.398222995
11.897500,0.061100491,-0.000043070,-0.000145114,-0.670889009,0.398628355
11.900000,0.062330296,-0.000042904,-0.000144309,-0.671949131,0.399230509
11.902500,0.063172874,-0.000042800,-0.000143765,-0.672609940,0.399634323
11.905000,0.064581582,-0.000042613,-0.000142853,-0.673795188,0.400331105
11.907500,0.065878527,-0.000042443,-0.000142014,-0.674865267,0.400966194
11.910000,0.067251221,-0.000042263,-0.000141130,-0.675983257,0.401640658
11.912500,0.068717051,-0.000042071,-0.000140192,-0.677170694,0.402365816
11.915000,0.070276898,-0.000041867,-0.000139198,-0.678428911,0.403142150
11.917500,0.071929837,-0.000041650,-0.000138150,-0.679756483,0.403968758
11.920000,0.073674683,-0.000041421,-0.000137049,-0.681151554,0.404844517
11.922500,0.075510170,-0.000041178,-0.000135894,-0.682612144,0.405768224
11.925000,0.077434970,-0.000040922,-0.000134687,-0.684136181,0.406738620
11.927500,0.079447702,-0.000040653,-0.000133429,-0.685721521,0.407754394
11.930000,0.081546930,-0.000040371,-0.000132121,-0.687365945,0.408814187
11.932500,0.083731170,-0.000040074,-0.000130763,-0.689067165,0.409916597
11.935000,0.085998887,-0.000039765,-0.000129356,-0.690822832,0.411060182
11.937500,0.088348499,-0.000039441,-0.000127902,-0.692630540,0.412243464
11.940000,0.090778381,-0.000039104,-0.000126400,-0.694487824,0.413464934
11.942500,0.093286865,-0.000038752,-0.000124854,-0.696392176,0.414723052
11.945000,0.095872242,-0.000038386,-0.000123262,-0.698341038,0.416016256
11.947500,0.098532765,-0.000038006,-0.000121626,-0.700331816,0.417342960
11.950000,0.101266652,-0.000037612,-0.000119948,-0.702361878,0.418701564
11.952500,0.104072085,-0.000037203,-0.000118228,-0.704428563,0.420090451
11.955000,0.106947215,-0.000036780,-0.000116468,-0.706529181,0.421507995
11.957500,0.109890163,-0.000036342,-0.000114668,-0.708661023,0.422952563
11.960000,0.112899021,-0.000035889,-0.000112829,-0.710821362,0.424422518
11.962500,0.115971857,-0.000035422,-0.000110953,-0.713007455,0.425916222
11.965000,0.119106713,-0.000034940,-0.000109041,-0.715216553,0.427432039
11.967500,0.122301609,-0.000034444,-0.000107094,-0.717445899,0.428968338
11.970000,0.125554547,-0.000033933,-0.000105112,-0.719692739,0.430523495
11.972500,0.128863507,-0.000033407,-0.000103098,-0.721954318,0.432095899
11.975000,0.132226455,-0.000032867,-0.000101052,-0.724227889,0.433683948
11.977500,0.135641342,-0.000032312,-0.000098975,-0.726510716,0.435286057
11.980000,0.139106105,-0.000031743,-0.000096869,-0.728800077,0.436900659
11.982500,0.142618671,-0.000031160,-0.000094734,-0.731093267,0.438526202
11.985000,0.146176956,-0.000030562,-0.000092572,-0.733387601,0.440161160
11.987500,0.149778869,-0.000029951,-0.000090384,-0.735680420,0.441804027
11.990000,0.153422312,-0.000029326,-0.000088171,-0.737969091,0.443453320
11.992500,0.157105183,-0.000028687,-0.000085935,-0.740251012,0.445107584
11.995000,0.160825377,-0.000028034,-0.000083675,-0.742523612,0.446765390
11.997500,0.164580785,-0.000027369,-0.000081395,-0.744784360,0.448425337
12.000000,0.168369300,-0.000026690,-0.000079093,-0.747030760,0.450086053
12.002500,0.172431819,-0.000025953,-0.000076659,-0.749474825,0.451908575
12.005000,0.176052024,-0.000025301,-0.000074459,-0.751488180,0.453452122
12.007500,0.180150471,-0.000024544,-0.000072001,-0.753861619,0.455253647
12.010000,0.183819810,-0.000023869,-0.000069769,-0.755832140,0.456789190
12.012500,0.187967300,-0.000023088,-0.000067279,-0.758151868,0.458577644
12.015000,0.191910111,-0.000022348,-0.000064912,-0.760258907,0.460249053
12.017500,0.195865479,-0.000021598,-0.000062535,-0.762327827,0.461907004
12.020000,0.199837303,-0.000020838,-0.000060146,-0.764364139,0.463554099
12.022500,0.203823717,-0.000020068,-0.000057745,-0.766366096,0.465189423
12.025000,0.207822684,-0.000019287,-0.000055334,-0.768331723,0.466811968
12.027500,0.211832179,-0.000018498,-0.000052913,-0.770259093,0.468420758
12.030000,0.215850188,-0.000017699,-0.000050485,-0.772146345,0.470014850
12.032500,0.219874715,-0.000016892,-0.000048049,-0.773991680,0.471593338
12.035000,0.223903784,-0.000016077,-0.000045607,-0.775793367,0.473155352
12.037500,0.227935433,-0.000015255,-0.000043160,-0.777549740,0.474700054
12.040000,0.231967724,-0.000014425,-0.000040709,-0.779259205,0.476226645
12.042500,0.235998737,-0.000013590,-0.000038256,-0.780920234,0.477734357
12.045000,0.240026576,-0.000012748,-0.000035800,-0.782531373,0.479222459
12.047500,0.244049366,-0.000011901,-0.000033344,-0.784091238,0.480690251
12.050000,0.248065258,-0.000011049,-0.000030888,-0.785598518,0.482137070
12.052500,0.252072428,-0.000010193,-0.000028433,-0.787051976,0.483562284
12.055000,0.256069077,-0.000009333,-0.000025980,-0.788450449,0.484965294
12.057500,0.260053434,-0.000008470,-0.000023531,-0.789792850,0.486345533
12.060000,0.264023756,-0.000007604,-0.000021086,-0.791078168,0.487702467
12.062500,0.267978328,-0.000006737,-0.000018646,-0.792305466,0.489035592
12.065000,0.271915468,-0.000005868,-0.000016213,-0.793473888,0.490344437
12.067500,0.275833523,-0.000004998,-0.000013786,-0.794582653,0.491628559
12.070000,0.279730871,-0.000004128,-0.000011368,-0.795631057,0.492887548
12.072500,0.283605924,-0.000003259,-0.000008959,-0.796618477,0.494121020
12.075000,0.287457129,-0.000002391,-0.000006560,-0.797544366,0.495328624
12.077500,0.291282964,-0.000001524,-0.000004172,-0.798408258,0.496510034
12.080000,0.295081947,-0.000000660,-0.000001795,-0.799209763,0.497664954
12.082500,0.298852627,0.000000201,0.000000568,-0.799948573,0.498793118
12.085000,0.302662414,0.000001075,0.000002962,-0.800764671,0.499950941
12.087500,0.306664135,0.000001999,0.000005486,-0.801970988,0.501264663
12.090000,0.310828530,0.000002967,0.000008120,-0.803508578,0.502709784
12.092500,0.315135148,0.000003978,0.000010851,-0.805337021,0.504269104
12.095000,0.319570556,0.000005028,0.000013671,-0.807430298,0.505931147
12.097500,0.324124476,0.000006118,0.000016574,-0.809768878,0.507686975
12.100000,0.328788315,0.000007246,0.000019555,-0.812336724,0.509528996
12.102500,0.333554508,0.000008413,0.000022608,-0.815119931,0.511450425
12.105000,0.338416159,0.000009618,0.000025729,-0.818106005,0.513445004
12.107500,0.343366836,0.000010860,0.000028916,-0.821283433,0.515506847
12.110000,0.348400437,0.000012140,0.000032164,-0.824641417,0.517630336
12.112500,0.353511108,0.000013458,0.000035469,-0.828169700,0.519810072
12.115000,0.358693180,0.000014812,0.000038829,-0.831858442,0.522040826
12.117500,0.363941131,0.000016205,0.000042240,-0.835698140,0.524317525
12.120000,0.369249558,0.000017634,0.000045699,-0.839679568,0.526635230
12.122500,0.374613150,0.000019100,0.000049203,-0.843793736,0.528989134
12.125000,0.380026683,0.000020603,0.000052749,-0.848031858,0.531374552
12.127500,0.385484998,0.000022142,0.000056334,-0.852385331,0.533786925
12.130000,0.390983002,0.000023717,0.000059955,-0.856845718,0.536221814
12.132500,0.396515658,0.000025327,0.000063610,-0.861404741,0.538674909
12.135000,0.402077983,0.000026973,0.000067294,-0.866054270,0.541142022
12.137500,0.407665045,0.000028652,0.000071006,-0.870786319,0.543619097
12.140000,0.413271960,0.000030366,0.000074743,-0.875593043,0.546102206
12.142500,0.418893895,0.000032113,0.000078501,-0.880466738,0.548587557
12.145000,0.424526064,0.000033892,0.000082278,-0.885399835,0.551071490
12.147500,0.430163730,0.000035702,0.000086071,-0.890384905,0.553550484
12.150000,0.435802206,0.000037543,0.000089878,-0.895414660,0.556021151
12.152500,0.441436854,0.000039413,0.000093695,-0.900481949,0.558480246
12.155000,0.447063088,0.000041312,0.000097521,-0.905579763,0.560924659
12.157500,0.452676372,0.000043237,0.000101351,-0.910701234,0.563351418
12.160000,0.458272227,0.000045189,0.000105184,-0.915839636,0.565757689
12.162500,0.463846224,0.000047165,0.000109017,-0.920988389,0.568140775
12.165000,0.469393992,0.000049164,0.000112846,-0.926141057,0.570498112
12.167500,0.474911216,0.000051185,0.000116670,-0.931291348,0.572827270
12.170000,0.480393639,0.000053226,0.000120486,-0.936433118,0.575125949
12.172500,0.485837064,0.000055285,0.000124290,-0.941560369,0.577391978
12.175000,0.491237353,0.000057361,0.000128081,-0.946667252,0.579623311
12.177500,0.496590431,0.000059451,0.000131855,-0.951748062,0.581818025
12.180000,0.501892283,0.000061554,0.000135610,-0.956797244,0.583974316
12.182500,0.507138962,0.000063668,0.000139343,-0.961809391,0.586090497
12.185000,0.512326584,0.000065791,0.000143052,-0.966779240,0.588164991
12.187500,0.517451329,0.000067921,0.000146734,-0.971701678,0.590196333
12.190000,0.522509448,0.000070055,0.000150386,-0.976571735,0.592183161
12.192500,0.527497258,0.000072192,0.000154006,-0.981384589,0.594124215
12.195000,0.532411147,0.000074328,0.000157590,-0.986135561,0.596018333
12.197500,0.537247571,0.000076463,0.000161137,-0.990820116,0.597864446
12.200000,0.542003061,0.000078592,0.000164644,-0.995433860,0.599661575
12.202500,0.547005070,0.000080881,0.000168318,-1.000345024,0.599598311
12.205000,0.551924800,0.000083170,0.000171949,-1.005185808,0.599618281
12.207500,0.556740841,0.000085445,0.000175525,-1.009926334,0.599637938
