t,pL_tx,pL_ty,pL_tz,pR_tx,pR_ty,pR_tz,ik_err_L,ik_err_R,ik_ok_L,ik_ok_R,left_hip1_joint,left_hip2_joint,left_thigh_joint,left_knee_joint,left_ankle_joint,right_hip1_joint,right_hip2_joint,right_thigh_joint,right_knee_joint,right_ankle_joint
0.142500,-0.000420000,-0.056584518,0.041685473,-0.310851000,-0.056584518,0.034888271,4.794099868e-05,0.000000000e+00,1,1,0.330877928,-0.000007966,0.000019907,-0.862821838,0.524204034,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.145000,-0.000420000,-0.056584518,0.041869386,-0.310851000,-0.056584518,0.034888271,4.718100804e-05,0.000000000e+00,1,1,0.331698634,-0.000008199,0.000020438,-0.864488027,0.524806791,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.147500,-0.000420000,-0.056584518,0.042048676,-0.310851000,-0.056584518,0.034888271,4.631511787e-05,0.000000000e+00,1,1,0.332498224,-0.000008428,0.000020957,-0.866111075,0.525391429,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.150000,-0.000420000,-0.056584518,0.042222883,-0.310851000,-0.056584518,0.034888271,9.754649952e-05,0.000000000e+00,1,1,0.333042059,-0.000008580,0.000021309,-0.867216479,0.525792097,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.152500,-0.000420000,-0.056584518,0.042391550,-0.310851000,-0.056584518,0.034888271,5.367900299e-05,0.000000000e+00,1,1,0.333982526,-0.000008852,0.000021918,-0.869125323,0.526479177,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.155000,-0.000420000,-0.056584518,0.042554230,-0.310851000,-0.056584518,0.034888271,9.590284654e-05,0.000000000e+00,1,1,0.334514034,-0.000009003,0.000022262,-0.870205092,0.526868046,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.157500,-0.000420000,-0.056584518,0.042710483,-0.310851000,-0.056584518,0.034888271,5.132727524e-05,0.000000000e+00,1,1,0.335400847,-0.000009262,0.000022837,-0.872004177,0.527510419,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.160000,-0.000420000,-0.056584518,0.042859879,-0.310851000,-0.056584518,0.034888271,8.938217036e-05,0.000000000e+00,1,1,0.335891120,-0.000009403,0.000023155,-0.872999782,0.527866069,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.162500,-0.000420000,-0.056584518,0.043001999,-0.310851000,-0.056584518,0.034888271,4.777462560e-05,0.000000000e+00,1,1,0.336700976,-0.000009642,0.000023680,-0.874642028,0.528446997,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.165000,-0.000420000,-0.056584518,0.043136439,-0.310851000,-0.056584518,0.034888271,8.163496562e-05,0.000000000e+00,1,1,0.337143109,-0.000009770,0.000023967,-0.875539502,0.528764711,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.167500,-0.000420000,-0.056584518,0.043262806,-0.310851000,-0.056584518,0.034888271,9.262182134e-05,0.000000000e+00,1,1,0.337649573,-0.000009918,0.000024296,-0.876567778,0.529129827,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.170000,-0.000420000,-0.056584518,0.043380723,-0.310851000,-0.056584518,0.034888271,9.374146302e-05,0.000000000e+00,1,1,0.338161906,-0.000010068,0.000024628,-0.877607674,0.529498453,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.172500,-0.000420000,-0.056584518,0.043489829,-0.310851000,-0.056584518,0.034888271,9.052098586e-05,0.000000000e+00,1,1,0.338654402,-0.000010213,0.000024948,-0.878606952,0.529851440,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.175000,-0.000420000,-0.056584518,0.043589779,-0.310851000,-0.056584518,0.034888271,8.531181488e-05,0.000000000e+00,1,1,0.339115338,-0.000010350,0.000025247,-0.879541852,0.530180166,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.177500,-0.000420000,-0.056584518,0.043680249,-0.310851000,-0.056584518,0.034888271,7.911866912e-05,0.000000000e+00,1,1,0.339538974,-0.000010477,0.000025522,-0.880400772,0.530480500,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
